AccountNumber,DealNumber,Total_Amount,Total_Discount,Net_Total_Amount,Age in Days,Setup,Product,Deals_Per_Account
282073,528348,366.36,0.0,366.36,759.0,$1.00,Online Presence Package B,3
282073,20090383,659.97,395.97,264.0,29.0,$150.00,Winback Listing B,3
282073,20179264,365.98,0.0,365.98,29.0,$2.00,Winback Listing B,3
282077,20114415,487.98,292.78,195.2,31.0,$49.99,Amnesty Listing Easy Start B,2
282077,20184992,487.98,292.78,195.2,31.0,$1.00,Amnesty Listing Easy Start B,2
282086,528461,2198.16,164.85000000000002,2033.31,762.0,$25.00,Online Presence Package B,1
282106,771647,2931.0,635.04,2295.96,365.0,$0.00,Amnesty Listing Easy Start B,1
282141,529052,1465.44,213.71,1251.73,761.0,$1.00,Online Presence Package B,1
282158,529195,2198.16,109.9,2088.26,761.0,$25.00,Online Presence Package B,1
282159,20001680,731.97,365.97999999999996,365.99,61.0,$1.01,Amnesty Listing Easy Start B,2
282159,20230078,731.97,439.20000000000005,292.77,30.0,$49.99,Amnesty Listing Easy Start B,2
282172,20103406,975.92,79.28,896.64,30.0,$49.99,Winback Listing B,1
282197,529893,1465.44,238.12,1227.32,761.0,$1.00,Online Presence Package B,1
282203,529950,1465.44,0.0,1465.44,761.0,$1.00,Online Presence Package B,1
282204,529966,122.12,0.0,122.12,761.0,$49.99,Online Presence Package B,1
282210,20075843,731.98,439.18,292.8,28.0,$1.00,Winback Listing Easy Start B,1
282216,530321,244.24,0.0,244.24,759.0,$49.99,Online Presence Package B,1
282232,612714,854.84,0.0,854.84,610.0,$49.99,Online Presence Package B,1
282234,20076708,487.98,292.78,195.2,28.0,$1.00,Winback Listing Easy Start B,2
282234,20141811,487.98,292.78,195.2,30.0,$1.00,Amnesty Listing Easy Start B,2
282247,530532,122.12,0.0,122.12,759.0,$49.99,Online Presence Package B,2
282247,20072805,1221.2,0.0,1221.2,28.0,$1.00,Amnesty Listing B,2
282260,940113,1463.94,219.60000000000002,1244.34,122.0,$1.00,Winback Listing Easy Start B,3
282260,20188249,487.98,292.78,195.2,31.0,$1.00,Amnesty Listing Easy Start B,3
282260,20245200,487.98,292.78,195.2,31.0,$1.00,Amnesty Listing Easy Start B,3
282288,531075,2014.98,0.0,2014.98,761.0,$49.99,Online Presence Package B,1
282289,548805,2198.16,91.59,2106.57,699.0,$49.99,Online Presence Package B,1
282301,20241534,367.98,0.0,367.98,31.0,$1.00,Amnesty Listing B,1
282334,531399,366.36,0.0,366.36,761.0,$25.00,Online Presence Package B,1
282348,531899,1099.08,152.65,946.4300000000001,730.0,$49.99,Online Presence Package B,2
282348,20257288,121.99,61.0,60.99,30.0,$1.00,Winback Listing B,2
282354,20088766,561.97,337.17,224.8,33.0,$49.99,Winback Listing Easy Start B,1
282361,531949,1465.44,0.0,1465.44,759.0,$19.99,Amnesty Listing B,1
